what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297146105317
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297146111745
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1297146147354
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297146237728
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146237738
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146244159
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297146276328
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146276338
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146279149
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297146288856
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146288866
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146296013
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297146318315
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297146327636
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146327646
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146349160
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.smartEnter",1297146411786
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297146417848
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297146419579
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297146514591
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297146525448
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146525459
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146529933
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.showInformation",1297146533710
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146533721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146553968
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297146710712
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297146712659
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297146742453
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297146743379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146743783
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297146743798
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297146791945
