what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192206332
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1297192217404
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192217424
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192227811
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297192228876
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192228916
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297192231790
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192234542
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192244245
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192245591
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192248878
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297192250385
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297192250385
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192250403
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192264658
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297192265474
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297192265474
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192265490
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192269502
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297192270964
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297192270965
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192271027
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192274628
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297192275621
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192275663
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297192283939
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192284088
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192284197
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192286489
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192287697
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192289091
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297192289242
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297192289242
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192289275
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192291641
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297192292524
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192292561
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192306319
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192312796
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192312839
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192317416
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192350563
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192350642
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192386081
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192386248
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192387446
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192387614
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192389505
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192444085
error,log,,,"Error logged from Debug Core: ",1297192452899
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192460288
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192509348
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192513888
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192523539
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192526216
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192529203
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192529889
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192531291
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192559608
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192561444
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192568067
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192582215
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192582393
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192582490
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297192585071
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297192587990
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297192589969
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192590347
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192591554
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297192597912
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192605876
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192608054
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192608692
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192609348
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192610922
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1297192612822
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297192615949
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192623838
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1297192640368
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192640388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192644040
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297192645251
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192645291
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192669831
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192673194
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192674753
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297192686263
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297192686692
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192687074
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192688685
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297192695609
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192695780
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192712689
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192714942
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1297192720794
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192720811
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192730326
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.properties",1297192742583
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192742604
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192743177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192749361
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297192751022
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192751079
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297192763885
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192765017
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192767341
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192768544
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192803871
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192903834
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192910768
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192912000
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297192982052
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297192984687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192985044
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297192986612
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297192995169
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297192995352
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297193034867
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297193168854
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193174727
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193175678
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297193177121
