what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1297186456353
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186466017
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186467014
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186467455
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186482508
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186482600
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186493418
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186510527
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186514167
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186523137
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186534947
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1297186542204
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186542219
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186553123
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186565256
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186588064
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186633309
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186633351
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186635310
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186635717
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186636583
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186641588
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186647786
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186659715
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1297186660294
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186671178
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186687166
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186687762
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186688783
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186689168
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186689991
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186693492
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186721257
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186722407
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186722788
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186723625
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186729060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186732949
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297186734149
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297186734149
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186734171
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186744382
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297186745829
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297186745829
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186745847
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186747492
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186750100
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186762021
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1297186762434
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1297186763909
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1297186769725
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186785894
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186789496
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186789602
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1297186812315
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186812337
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186820701
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186823288
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186823448
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186823557
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1297186826022
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186826041
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186832378
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186839266
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297186856848
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186858298
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186858673
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186859740
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297186865664
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186866658
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186867051
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186868146
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1297186886231
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297186904960
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186908131
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186908506
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186909527
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297186914345
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186916347
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186916707
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297186917736
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297186924355
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297186929599
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1297186939940
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1297186941723
