what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297190023685
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297190023685
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190023702
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190024179
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190029929
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190560218
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190560300
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190564725
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190566879
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190572298
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190577550
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190588967
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190595079
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190595175
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1297190604786
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190612047
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190684750
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190698402
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190713042
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190776031
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190780803
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190783843
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297190786161
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190786198
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190794082
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190803506
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190806469
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190806564
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190819896
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190819990
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190824966
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190825147
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190825256
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190826518
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190828614
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190828728
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190863277
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190871249
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297190875108
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190880773
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190908784
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190910481
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190918773
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190918851
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190919010
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297190919165
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297190919165
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190919204
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190920196
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190921830
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190939742
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190943062
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297190944382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190944436
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190948914
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190955434
executed,command,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.edit.opendecl",1297190957993
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190958073
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190958152
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190960903
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297190960903
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190969886
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190972131
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297190973575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297190978283
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191008444
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191008484
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191010321
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191013141
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191013251
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191020144
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191057755
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191057884
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191071229
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191071403
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191072039
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191087209
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191177092
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191178937
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191181581
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297191182917
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191182968
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191186533
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191194356
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191201693
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191201755
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191206794
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191206900
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191213839
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191219231
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191221274
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297191222886
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191222904
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191225197
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191227270
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191227332
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191229331
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191233249
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297191233398
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297191233398
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191233436
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191235316
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191238853
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191243848
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1297191245914
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191245952
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191254848
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191258645
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191258767
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191262773
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191264464
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191266194
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297191266339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297191266339
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191266378
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191267763
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191267934
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191268042
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191274562
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1297191275826
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191278695
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191280677
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1297191280839
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1297191280839
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1297191280897
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1297191281954
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1297191282130
